FEN,Next move
r1bk1b1r/pp1p3p/n3p1pn/P1p2p2/7q/R2P3N/1PPNPPP1/2BQKB1R w - - 0 16,d2f3
rnb1kbnr/1pqpp3/p6p/2P5/4P2P/2PP4/5Rp1/1NBQKB1R w Kkq - 0 15,d1h5
r1b1k1B1/1p6/2p1pn1n/3p1p2/1p1P4/R1P1P2B/2K1Q2r/1NB3q1 b q - 2 24,h2e2
r2qkbnr/p1pbp1pp/1p3p2/4n3/8/P2PP1P1/1PP2P1P/RNBQK1NR b KQkq - 0 6,e5f7
r1bqn3/pp2kp1r/4p2p/n1pp2p1/3PPN1P/P1N2P2/P1PQ2PR/1RB1KB2 w - - 0 17,h4g5
1rbk2n1/p1ppb2r/np3ppp/4p3/1NP1Q2P/P2qPKPN/1P1P4/R1B2B1R b - - 7 23,d3e4
r2k1br1/p1p1ppp1/b7/nB1p3p/Rp2nPqP/2P5/1PKP2P1/1NB3NR w - - 2 17,a4a5
4kr2/r2n2P1/p6p/1p1pp3/2p3bP/B1P2R2/P1QPP3/RN2KBN1 w Q - 0 21,f3f8
r1bnk2r/p6p/2np4/2N1p1b1/1p1P1pq1/1PP1PP1N/P3B3/1RBQ1K1R w kq - 2 21,f3g4
rn4q1/1pkbb2r/3p2p1/1Pp1PpP1/P3n3/2P1P3/3PK2P/RNB4R w - - 1 24,d2d3
rnbqkbnr/2ppp1pp/pp3p2/5P2/8/BPP4P/P2PP1P1/RN1QKBNR b KQk - 2 6,c8b7
r1bq3r/1p1kbp1p/8/p2p2pn/6P1/P1NP1P2/2Q3BP/R3K1NR w - - 0 19,g4h5
r3kb1r/ppp1q3/4bnp1/3Npp1p/1n3PP1/1P1P3N/P1PKP2P/R1BQ1BR1 w kq - 1 12,d5e7
rq4nr/Np6/n1p1Bk2/p3p1p1/Pb1P2pP/1P2pN1R/R1PBQP2/4K3 w - - 3 22,f3e5
2Q2b1r/2p1kq1p/pp1pp2p/4Pp2/2PP1P2/4n1PB/PP1N3P/3RK2R b K - 2 23,f7h5
r1bqkbr1/pppp1ppn/2n1p3/7p/PPP4P/2N5/1B1PPPPR/R2QKBN1 b Qq - 1 7,f8b4
r5kr/p1pb2p1/1p2p2n/8/PnP1pp1q/1PP1P1P1/1BK2P2/RN1R4 w - - 3 25,c3b4
1nbqkb1r/1ppp1ppn/r7/4p3/1p5p/3PPB1P/PBP2PP1/RN2QKNR w k - 0 10,b2e5
2rqk2r/p1ppbp1p/2b3p1/1p6/2P2PnP/3QPpP1/PPBP3R/RNB1K3 w Qk - 1 20,h2h3
rn2k2r/1b1pn2p/P4p1b/2p3P1/6P1/1P2PN1P/2PP1K2/1qBQ1B1R b kq - 1 16,b8a6
r1bqk3/ppnpp1b1/2p2ppr/1P5p/5B2/P2P1K2/R1P1NPPP/1N1Q1B1R w - - 5 19,f4h6
1nb2qnr/1B1p1k1p/5ppb/ppp5/N3PB1P/1P1p4/P1P1QPP1/R3K1NR w KQ - 0 17,f4h6
2rq1kr1/2pbpn1p/1pp1P1p1/5pP1/pbP5/P3PP1P/3N4/2R1KBNR b - - 0 25,b4d2
2bqkn1r/rp1p2pp/n3p3/p1p2P2/P1P5/5PK1/1P1P1QPP/RNB2BNR w k - 0 14,h2h3
1r1qkbnr/1ppb1p1p/3p4/4p1p1/p2nPP1P/2N1Q1N1/PPPK2PR/R1B2B2 w k - 2 16,h4g5
rn1qkbnr/pbpp2pp/4pp2/6Q1/1p2P3/7P/PPPPBPP1/RNB1K1NR w KQkq - 0 6,g5e3
r5kr/p1pp2pp/bpn1pn2/4bp2/P1BN4/B1P3P1/3PQR1P/R3K1N1 w Q - 6 22,d4c6
rn4nr/2pq1pb1/5kp1/pBPpp2Q/5P2/1P2P2P/PB1PN1PR/RN1K4 b - - 0 19,g6h5
4k1nr/2p1n3/4b1p1/r4P1p/pp1PpB2/1P1P3P/P4P2/RN1K1B1R b k - 0 22,a4b3
r1b1kbnr/3pppp1/npq4P/8/P1pP4/N1P1PP1P/P3QK2/R1B2BNR w k - 3 19,e3e4
1rb2kn1/1npp2p1/p4B2/Pp3q1r/2P4P/2NP4/1P2PPR1/R3KBN1 w Q - 1 21,f6g7
rnb1kbn1/7r/p1ppppp1/1p6/Q1PPBP1p/P1N1P1PN/1B3K1P/R6R b q - 1 14,b5a4
rn1qkbr1/1p2pnpp/p2p4/2p2p2/1PN5/P3P3/2PPbPPP/RNBQKBR1 w Qq - 1 10,f1e2
rnbqkb1r/pp2pp1p/5n2/2pp2p1/5P1P/1P1P4/P1P1P1PR/RNBQKBN1 b Qkq - 0 6,f6g4
1nb4r/bpp2k1p/r3p1p1/p5P1/2P1P1P1/P2p3N/RPQP1P2/1NBK1B2 w - - 0 14,c2d3
2r1kbr1/2R1pp1p/p2p2qn/4P1pP/Pp6/5b2/1PPPB1P1/2BK2NR b - - 3 19,f3e2
rnbqk2r/pp3p1p/1b2pnp1/2pp2N1/3P1P1P/1PP3PR/P3P3/RNBQKB2 b Qkq - 2 9,c5d4
r3kbr1/n3pp2/1p1p3p/2n2b2/pPqP1BPP/P6N/2B1QP2/RN1K3R b q - 3 22,c4d4
rn4nr/pbp4p/5q2/Ppk1Pp1p/2PN2PP/b6B/2Q1PP2/2B2KR1 b - - 1 23,f6e5
rnb3n1/3p3r/pBp1kqpp/bp2pp1B/4N2P/P2PP3/2P1KPP1/R3Q1NR b - - 12 17,a5e1
3n3r/p4kbp/3p3n/1p2Rpp1/2rP1P1P/2P1PQKR/2q3P1/1NB2BN1 b - - 0 25,g5f4
rn1qkbnr/1p3p1p/p1pp4/4p1p1/P3b1P1/3P1P1B/RPP1P2P/1NBQK1NR w Kkq - 1 8,d3e4
rn2k1n1/1b4p1/p1p2q2/bp1ppp1r/4P1PP/3B1P2/PPPPN1K1/RNB3R1 b q - 2 20,f5g4
r1Nk3r/p2Pb3/b1n2p1n/PQP2Ppp/4p1P1/1RP1P2P/1B6/4KBNR b K - 0 24,a6b5
1nbq3r/r1ppn2p/N5kP/1p1Pp3/2P2p1P/P1B5/3KP1PR/Q4BN1 b - - 0 23,b8a6
r1bqkbnr/1p3pp1/8/pnppp1Bp/QPP1PP2/N2P4/P5PP/R3KBNR w KQkq - 0 10,g5d8
r2qkbr1/1b1pp1pp/n1p2p2/p7/6n1/p1N1PPPN/R1PPK2P/2BQ1BR1 w - - 0 16,f3g4
rnbqk2r/1ppp2p1/4p3/p1b1np1p/N1P2PQ1/4P1P1/PP1P1K1P/1RB2BNR w kq - 0 10,g4g7
rn3b1r/pbp3p1/4kn2/1p1p1pqp/P4B1N/1PP1P1PP/4KP2/RN1Q1B1R w - - 0 20,f4g5
r2k3r/pb3p1p/nq2p3/1ppnbN1B/Q1P5/P4P2/1P1P2P1/RNB1R1K1 b - - 2 24,b5a4
1n2kb1r/r1p2ppp/4bq1n/pp1pp3/4PPQ1/P2P4/NPP2N1P/1RB1KB1R w Kk - 0 15,g4g3
r1b1kb2/1p2qppr/pnn5/P1pppP1p/1PB4P/2P1P1P1/RB1P4/1N1QK1NR b Kq - 1 13,b6c4
1nbb3R/1p1p1kp1/3r1p2/2p3q1/6P1/pP2P3/P1PP3P/RNBQ1BK1 b - - 2 22,b8c6
rnbqnk1b/ppp1p2r/3p1p2/2PPB1p1/7p/P1NK4/1P2PPPP/R1Q2BNR w - - 6 14,e5d4
2b1kbnr/1Qp1p3/p1qp1pp1/1p2N2p/PP4PP/3R4/3PPP2/RNBK1B2 b k - 5 16,c6b7
rnbqkbnr/1p1pp2p/2p5/p4pp1/2B2P2/1PP1PQ2/P2P1KPP/RNB3NR b kq - 1 8,g5g4
rnbk2nr/ppNp2b1/8/2p1pppp/P4qP1/R3P2P/1PPP2B1/1NBQK2R b K - 0 13,f4g3
r2qkb1r/np2pp2/p7/1bp2Ppp/P2pN1n1/2NP1K2/1PP1P1PP/R1BQ1B1R b kq - 3 14,b5c6
r2qkbnr/pbppppp1/np6/7p/2P2P2/3PB2N/PP1NP1PP/R2QKB1R w KQkq - 3 7,d2f3
2b1k1nr/3rp3/5p1b/p1ppq1pp/P2n1NN1/RPpP1P1P/3BP1P1/3QKB1R w k - 0 18,g4e5
r2k1bn1/1pnBp2r/p1ppP2p/6p1/2NP1PPP/q1P1Q3/PP5R/R1B2KN1 w - - 0 21,b2a3
1n1q1bnr/4pk2/bp1p3p/p1p3p1/P2PQ3/RPP1p1PP/3N1P1R/2BK2N1 b - - 1 21,e3d2
2bqk1nr/r1ppp2p/Bp3p1b/6p1/2PNPn1P/1P6/PBQP1PPR/RN2K3 w Qk - 11 15,a6c8
1r1n2nr/3pq3/bp1bk1p1/pPP1ppPp/4PP2/PR3K2/3P3P/2BQ1BNR w - - 2 24,f1c4
r1bq1bn1/p2n3r/1pkpp1pp/2p3p1/1P1P1NPP/N1P5/P3PP2/1RK1QB1R w - - 0 15,f4e6
rnq1kbnr/1bp2ppp/4pB2/pP1p4/2QP1P2/4P3/PP1K2PP/RN3BNR w k - 2 11,c4c2
r3kr2/p2pn1b1/p1b2p2/4P2p/1BP1PNP1/2PQ1P2/P2R4/RN3K2 w - - 15 26,e5e6
1r2qkn1/3b4/pp1ppp1r/4b1pp/1Q1n1NPP/4PP2/PPPK4/R1B2BR1 b - - 0 24,d4f3
4kb1r/2rnppp1/1qpp4/p2n1b2/P1N1BPP1/1PpPB1Rp/3RPK1P/1NQ5 w k - 10 21,e3b6
2bqkbn1/p2p3r/1r4p1/npP1pp2/RPP3Pp/1Q6/4PP1P/1NB1KBNR w K - 0 17,a4a5
rnbqk1nr/1ppp1p2/8/p1b1p1pp/2P2PPP/N7/PP1PP3/R1BQKBNR w KQkq - 0 6,h4g5
r3k1nr/1bpp2p1/2n1ppQ1/p7/2PP1qP1/b7/PP2PP1P/RNB1KBNR b KQ - 2 12,e8f8
rn2kb1r/p1p1p1pp/3q1n2/1b1p4/Pp1P1p1P/2Q2P1N/1PP1P1P1/RNB1KB1R b KQkq - 2 10,b4c3
r1b1kbnr/p1pp3p/np4p1/4pp2/1qPP1P2/N5PN/PP1QP2P/R1B1KB1R w KQkq - 0 8,f4e5
bn1q1b2/3p1nNB/rpp5/p2k2pp/3P3P/P3KP1N/RPPN2P1/2B1R3 w - - 3 23,g7f5
r1bqk1nr/1pp3b1/2n1pppp/pP6/P1Pp2P1/N2P1P1P/Q3PK2/R1B2BNR b k - 2 16,c6b4
rnbq1bn1/p2k1ppr/3p4/2pBp2p/1P4P1/pQP4P/1B1PPP2/RN2K1NR w KQ - 0 13,d5a8
r1bqkbnr/pppp1p2/n3p3/6pp/2N2P2/3P1N2/PPP1P1PP/R1BQKBR1 b Qkq - 3 6,g5g4
rnb1kbr1/1pqppppp/Q1p2n2/p7/4P3/2N3P1/PPPPKP1P/R1B2BNR b q - 4 6,b8a6
rnb1nkr1/p3p1bp/5p2/1ppp2p1/3q2PP/P1P2P2/1P1PPN1R/1RBQKBN1 w - - 1 14,c3d4
rnbqk1n1/1p1p1p2/p2bp2r/2p3pp/Q1N5/2P1P1PP/PP1PBP2/R1B1K1NR w KQq - 0 9,c4d6
rnbqkbn1/2pp1p1r/p6p/4p3/pP2P3/2P5/PB1P1K1P/RN3bNR w q - 0 13,g1f3
2rqN1r1/1bpp1k1p/2n1ppp1/p1bPn2P/Pp6/4PR2/RPPK1P2/2B2BN1 b - - 1 21,e6d5
3n2r1/1rpk1pbp/6p1/3np3/b2PP2P/2PK1P2/P5P1/RNB2NR1 b - - 3 25,d5b6
r1bqkbr1/pppppp2/5np1/5P2/1PP5/B2PKnpB/P1Q1P2P/RN4NR b q - 5 13,f3e1
rnbk1bnr/pp2p1pp/2p2p2/3p1q2/QPPPP2P/5N2/P2B1PP1/RN2KB1R w KQ - 1 10,e4f5
1nb1kb1r/r1pp1p2/pP3n2/5P1p/1P6/2P3BP/4P1P1/RN1K1BNR b - - 0 20,a7b7
1rb1kb1r/2qp1ppp/pp1p3n/2p2n2/P7/Q1PP2PN/1P1KPP1P/RN3B1R w k - 4 11,f1g2
rnbq1kn1/3p1Br1/Ppp2b2/5P1p/4pQpP/R1P5/P2PKPP1/RNB3N1 w - - 2 17,f7h5
rn3bnr/5p2/p1pk3p/1p2q3/1P1P1PpP/P1P2N2/N2RPK2/2B2B1b b - - 2 25,e5f4
2rk3r/pb2qp2/n2PpP2/P1p3bp/2pQ1B2/2N4N/RP2PKP1/5B1R b - - 7 21,g5h4
r2k1bn1/3b2p1/n7/Ppppp2r/P1N1P2R/2P2K1P/2BP1Pq1/2BQ2R1 w - - 0 23,f3g2
1rb1k1nr/1pp1n3/p3p3/6pp/1BPN1Q1P/5K1R/P4PP1/RN2bB2 b - - 7 21,g5f4
r4br1/4kp2/bp1pp1p1/2Qqnn1p/1p2PP2/P1PP1N1P/2K3P1/RNB2BR1 b - - 1 23,a6d3
1n3b2/1pp2ppr/1rqp1k2/p3pb1n/P3P2P/1PNB1N2/1BPP3Q/R3K2R w KQ - 4 16,d3b5
bn1q3r/1r1pk3/1p3n1p/p1bBpppP/6PR/3NQ3/PP1PPP2/RNB2K2 b - - 1 20,c5e3
r2qk1nr/pQp1pp1p/2np4/5bp1/P1Pb1P1P/7B/1P1PP2R/RNB1K1N1 b Qkq - 0 10,f5e4
Qnb4r/2p4k/3p2pp/5pB1/PP2P1n1/1RP2PPP/6K1/1N4bR b - - 0 21,g4e5
rnbk1b1r/pp3p2/3p4/2p2PpB/2P5/4n3/RP1P2P1/1NBQK1NR b K - 0 14,e3d1
1nb2kn1/2r3pr/1pp1p1q1/p1b1PpPR/1N1P4/1PP2N2/P3P3/1RBK1B2 w - - 5 22,h5h7
rn1qkb2/1p1b1p2/p1p1p2n/7p/3PPp2/2P3r1/PP1K1P1P/R2N1BNR b q - 1 17,g3g1
rnbq1b1r/4kp2/pppp4/3np2p/QPPPPBp1/5NPP/P3BP2/RN2K1R1 w Q - 0 12,f4g5
rnb2bnr/pp2kp1p/4p1p1/2pP4/4N1P1/qP6/P1PPKP1P/R1BQ1BNR w - - 0 10,d5d6
rnbq1rkb/1p2pp1p/p1p5/BPPP2p1/3P2PP/1Q1B4/P3KP1R/RN4N1 w - - 7 16,a5d8
rnbk1br1/1p3ppp/p1np4/1qp1p3/2P1N3/P2P4/1P1QPPPP/1RB1KBR1 w - - 0 16,c4b5
r1b1kB1r/1p1p2p1/p7/1q1npp1p/2P1PQ1P/p2P1N2/4KPP1/RN3BR1 w - - 0 21,f4e5
r1bqkbr1/pppppp1p/n7/6p1/P4PnP/2N5/RPPPP3/2BQKBNR b Kq - 0 6,g5f4
r5n1/pqpbk2r/n6p/3pp1p1/1b2Pp2/NBQP1K2/PPP2PPP/R1B1R1N1 w - - 4 21,c3e5
rnB2br1/2p2kp1/3p2N1/p3P2p/P2pPB1Q/5RP1/bP4q1/R1N1K3 w Q - 0 26,f3f2
rnb1kbnr/pp1ppp2/2pP3p/8/2q1P1p1/1PN5/P1QB1PPP/R3KBNR b KQkq - 1 10,c4e6
rnbqkbn1/1p1pp1pr/8/p1p4p/4NP2/5P2/PPPPPK1P/RNBQ1B1R b q - 2 11,h7h8
r1b1qb1r/2Pk1p2/ppnppnpp/Q4P2/1BP4P/P3R1P1/3PP3/RN2K1N1 b Q - 0 20,b6a5
r3kb2/3b1pp1/pp3p1n/2pP4/q6r/4Pp1B/PPnP1P2/R1B2K2 w q - 4 20,f1g1
r2qkbnr/p1n1pp1p/2p1b3/1p1p3B/2PP1Pp1/3QP3/PP4PP/RNB2KNR b kq - 1 9,b5c4
r1b3nr/pp1p1p2/2n1p1Pp/2p2kbQ/2PP4/q3P1PN/PP5P/R1B2KRB w - - 3 19,g6g7
r1b4r/pp1pk2p/2p1pp1n/n5p1/P1P1P1P1/1P2bP1N/Nq1PQ1BP/R1B1K2R b KQ - 1 15,b2a1
rq2kr2/2pp1p1p/p2n3b/1p1N2p1/PP2pP1P/5NPR/3PP1Bn/BR2K3 w q - 0 20,f3h2
rn1qkb1r/4pp1p/1pp4n/p2p2p1/P2P4/1R1QP2b/1PP1BPPP/1NB1K1NR b Kkq - 1 9,h3g2
rnk4r/p3p1bp/1p3n2/1p1p1ppP/qP2b1P1/2P1P3/3PNK2/2BQ1B1R b - - 0 22,a4d1
rnb1kbn1/pp1q1ppr/2pp3p/4pP2/4P3/1PN1K2P/P1PP2P1/R1BQ1BNR w - - 1 9,g1f3
1nbqk2r/r1ppp2p/p5p1/Ppb4P/5P2/1PNBP1P1/2P1Q2n/R1B1K1NR w KQk b6 0 16,h5g6
r3kb1r/pp1bpp2/n2p2p1/q1p1P2p/1nP5/PPN4P/2QP1PP1/R1B1KBNR w KQkq - 3 11,c2b1
r2qkbnr/pbppp3/1p1P2pp/4Bp2/P1n1N2P/RP6/2P1PPP1/2KQNB1R b - - 12 16,c4e5
1nbqkb1r/5p1p/3p3n/p4P2/1PpBr2P/3p4/P2NN3/R2QKB1R b K - 3 23,d3e2
r1bqkbnr/pp2ppp1/2p5/2np3p/P3PN1P/R1NP4/1PP2PP1/2BQKB1R b Kkq - 0 9,e7e5
2bq1knr/3nN3/1p1N1P2/r1pp2bp/1p1PQP2/6PB/P1P4P/1RB2K1R w - - 7 24,e7g6
r3kbR1/1q3p2/Qp1pP3/p4bBn/N3n1PP/1p1B4/P1P4K/2R3NR b - - 1 24,b7a6
1nb1k1r1/r2p1ppp/6P1/2b1pQ2/1pP2P2/q4R1N/PP2P2P/R1B1K3 w Q - 0 23,g6f7
r2k1bnr/p3p3/2bp1npp/1p6/3K1p2/2QP1N1P/P1PNPPP1/R1B2B1R w - - 8 23,c3c6
2b2bN1/r2kp2n/3p3p/pp2Ppp1/P1pP3P/2P3P1/1P1n4/1RBKR3 w - - 0 23,c1d2
r1b1k3/1pppqp1N/pb4rp/1B1Pp3/5nPP/1nP1PP2/P7/RNBQKR2 w q - 0 24,a2b3
2b2bnr/rp1pp3/p4Ppp/n1pP3k/4P2P/q1PBK3/P2B2P1/RN4NR b - - 2 15,g8f6
r1bq3r/p1pn1p1p/np1k2p1/3ppPb1/3PP1PP/N1P3R1/BB2N3/1R1QK3 b - - 0 24,g5h4
rn2k1nr/pb1p1q1p/2p1pp2/Pp1N2p1/1bP1P1P1/5B2/RP1PQP1P/2B1K1NR w K - 3 14,d5b4
1n2kb1r/rp3pp1/p1p4p/3n1P1B/1Q4b1/R3P1PP/1PP3K1/2B3NR w k - 1 26,b4e4
rnq3Q1/p1pkb3/b2p3r/1p2pp2/PP1PPBpp/3K1P1P/3NB1P1/3R2NR w - - 2 25,g8c8
r2qk1n1/2p1bppr/pP1p4/4P1p1/3P1n2/N5PN/1PQ4P/R1KB2R1 w q - 7 23,c2h7
rnbq1k1r/2pp1ppp/3bp3/1p2N3/N7/1p1PnK1B/P1P1PP1P/R1BQ3R b - - 5 11,e3d1
r1bqkbnr/2ppppp1/7p/ppn5/2P4P/3P1N2/PP2PPP1/RNBQKB1R b KQkq - 2 6,b5c4
r1b1k2r/2npbnpp/2p4N/1p2p1q1/pP3PP1/NQP5/PB1PP2P/1R2KBR1 w kq - 5 14,b3f7
rnb1kbnr/pp1pppp1/2p5/6p1/1q3P2/4P2N/PPPP3P/RNBQKB1R w KQkq - 0 6,h3g5
Bn3b2/2p1kp1r/p2p2pp/2q1pP2/PpP2N2/3RP3/1PQP1n1P/1NB2K2 b - - 0 19,e5f4
rn3bk1/pb1pn2r/1p2pqN1/2B3pp/P4p1N/2PPP3/1P3PPP/RQ2KB1R b KQ - 1 15,b6c5
rnq1k1nr/4p2p/p1pp4/1P6/1B1b4/R1P1Q1K1/1P1N2PP/2NR4 w - - 0 25,c3d4
rnb1k2r/pp2n1p1/1q3P1p/8/PpP1pbP1/B3NQ1P/1R1PBP2/1N1K3R b q - 9 24,e4f3
4kbnr/3nppp1/r2p4/p1p4p/1pb4P/P2PPNq1/1P3PP1/RN1QKB2 w Qk - 2 20,f2g3
rn4kr/p1p1npp1/1p3qQ1/P4b2/2pPp1PP/BP2PN2/3N1PB1/1R2KR2 w - - 0 22,g6f6
r1b1k3/1pppbN1r/4p3/6Pn/6P1/P1Q5/R1P1P1R1/2BK4 w - - 1 24,g5g6
r1b4r/1Nkppp2/5n1b/1pn2q1p/pPP2PpP/3P1NP1/P3PK1R/R1Q2B2 w - - 10 23,f3d4
rnb2k1r/p1ppn1p1/1p1b3p/5pQP/5P1R/1P2P3/P1qN1KP1/R1B2BN1 b - - 1 17,h6g5
r4Qnr/3bbk1p/2n1p3/1p3pp1/PQ1P1P2/4K3/R3P1PP/1NB2BNR b - - 1 16,a8f8
rnbqkb1r/p1pppp2/1p5p/6pn/2P4P/PP6/3PPPP1/RNBQKBNR b KQkq - 0 6,f8g7
r1b1k3/pp1pbrp1/6Bp/4p1p1/Nn3Q1P/1P1P1q2/P1P1PP1n/R3KR2 w - - 0 24,g6f7
r1b1k1nr/pp1p2p1/n7/2p1pp1p/5P1q/b2PPNP1/1PPQ2BP/R1BNK2R w KQkq - 1 14,f3h4
1n4nr/1b2kp2/q1pp2pp/r1p1P3/RbP1P1P1/5N1B/1P1P3P/2BQ1KR1 b - - 0 21,a5a4
3rkb1r/pb3p2/np3Ppp/2p1p3/4N3/1P1P1N2/1B1QPPBP/R4KR1 w k - 1 18,d2c3
r2nkbn1/p1pbp1p1/5q1r/1P1P1p1p/5P1P/N4N2/PP1PB1P1/1RBQK2R b Kq - 6 12,e7e6
2b1kb2/1rpqppp1/p1p2n2/P3pP2/1PP5/2N1rBP1/R2P1KR1/2B5 w - - 4 26,d2e3
2bqk3/1pnpp1br/r4ppp/p1p3P1/1PPP4/N3PN1P/n2KBP2/1RB3R1 w - - 1 21,b4b5
r3k1r1/4p2p/pn1p4/1Pp1Ppb1/PP5P/R2P1KPR/2Q1P3/BN3BN1 b - - 4 23,g5f4
rnb5/p2kbnp1/1r6/1N5p/3p3q/1P1pp1PP/PQP1P2K/R4BR1 w - - 4 22,g3h4
rnbq1k1r/1pppp1bp/5p1n/p3P1p1/8/2P2N2/PPQP1PPP/RNB1KB1R b KQ - 3 8,f6e5
5b1r/1b3kp1/1p1pp3/nN2p1Pp/r1P3nP/2PP1P1N/7R/R1B1KB2 w Q - 2 26,a1a4
2b1k2r/rpqpbp2/p1n2P2/2p1p1pp/1PP2P2/3P4/P3P2P/RNBQKBNR b KQk - 0 11,e5f4
r1bq4/pppk2rp/2n1p2n/3pP1p1/Pb1PQpN1/5P2/1P1BK1PP/R4BNR b - - 9 18,d5e4
rn1k1bnr/6pp/p3P3/1ppp4/5p2/1N2Qb1P/PPP1PPP1/R3KBR1 w Q - 0 21,e3f4
r2qkb1r/p2npp2/1pnpb2p/2p3p1/2P3P1/PP2NN1B/3PPP1P/R1BQK2R w KQkq - 0 10,c1b2
3rk1n1/Rbp3Br/4p2p/1q1pPp1P/2P2P2/4P1Q1/1b1K2PR/1N3BN1 w - - 2 26,g3g6
2b1kbnr/rp1qn2p/2Pp1p2/p3p1p1/1PP1P1P1/1Q1K1N1P/P4P2/RNB2B1R b k - 0 17,b7c6
r1bq1bnr/p2pkp1p/np1Pp3/2p3p1/PP1QP3/8/2P1KPPP/RNB2BNR b - - 0 8,e7e8
1n2k1nr/rb1p1q2/p1pb2p1/4p2B/1p2Pp1p/2PP2R1/PP3P2/RNB1K1N1 w k - 0 19,h5g6
rn3b2/1p2p3/p1pkb1pn/P1qp1p2/1B1P1PP1/2N4N/2P1PK1R/R2Q1B2 w - - 5 22,b4c5
rn2kbnr/pp1q2p1/3p1p1p/1Pp1p3/4P1b1/2PP3B/P2N1P1P/RNBQK2R w KQkq - 1 12,d1g4
1n1qk2r/p1p1ppb1/2r1b1pp/1p4Q1/1n1P1B2/8/PPN1PPPP/R3KBNR b KQk - 9 19,b4c2
3qkb1r/p1pb1p2/1r2p3/p5pp/Q5PP/PP6/1P2PP2/4KnNR w Kk - 1 22,a4d4
rnbq1bnr/p1pkp1p1/3p4/1N3p1p/7P/P4NP1/1PPPPP2/R1BQKB1R b KQ - 0 6,c7c6
r1q1kbn1/pp5r/n2p1pbp/2pPp1p1/2P1NPP1/P6P/RP1QPR2/2B1KBN1 w q - 0 17,f4f5
1qb1kN1Q/1pp5/4r1pP/2P1pB2/pPPB1p1P/4PP2/P7/RN2KR2 b Q - 6 24,e8e7
1nbk1b1r/r3p2Q/pqpp3p/8/2p3nP/4Pp1R/PPPP1P2/RNB1K1N1 b - - 2 18,h8h7
1rbqkbnr/p3ppp1/np1p3Q/8/3p4/PPN3P1/2PKPP1P/R1B2BNR b k - 0 8,d4c3
r1bqk1nr/1ppp2b1/p1n4p/2N1Ppp1/8/4B1PP/PPP1PP1R/R2QKBN1 w Qkq - 0 12,g1f3
1nb1kr2/2pp2p1/3rqQ1n/p1b4p/P1PP2p1/5NP1/4P1BP/5KNR w - - 6 21,f6e6
rnbqkb2/3p2p1/ppp2p1r/4P2p/1PP4P/P1N3N1/3PB1PR/RQB1K3 w Qq - 1 22,e2h5
1rb3nr/p1p1b3/p2p1kp1/1q2p2p/5pP1/2P1PP1N/2nP1KBP/RNBQ1R2 w - - 0 19,g4g5
r4Qnr/1pqkpp2/6n1/B1pp3p/P2P3P/2P5/1P1NPP1N/1K1R1BRb w - - 7 19,f1h3
rn3q1r/pbp1kp2/6pn/3p1R2/p2PpPP1/RP2PN2/2P2K2/1NBQ1B2 b - - 0 17,h6g4
1rbn1bn1/qpN1p1p1/P4pkr/3B3P/P1P2P1P/1Q6/2RBP3/4K1NR b K - 0 24,g6h7
2r2bnr/pp2p1k1/Q2pP2p/1q3P2/Bp1PP1p1/P1P4N/1B2nK1P/RN5R b - - 2 23,b5a6
rnbqkbnr/p3p2p/1p1p2p1/2p1Np2/5PP1/N7/PPPPP2P/R1BQKB1R w KQkq - 0 6,f1g2
2bqk1nr/1pppp1bp/5p1r/p3n3/P1P1Np2/RP1P2P1/4P2P/3QKBNR b Kk - 1 12,e5c6
r1b1k1nr/p7/1p2pn1b/2qp2B1/2P4p/pP3N1P/4PPP1/1N1RKB1R b Kkq - 3 19,f6e4
1nb3k1/1r4p1/p2prq2/1p2Pp1p/1P1BP2b/PKP2P1P/7R/RN1Q1BN1 w - - 5 24,e5f6
2N1r2b/4qp2/1n2knRP/1Ppp4/P4K1r/8/1P1PP3/1RBQ4 w - - 0 25,f4f3
r2q1bnr/p1pkpppp/3p4/1p6/P2P4/1nP1PP1b/1PQ3PP/RNBK1B1R b - - 2 10,b3a1
rnb2knr/p2p1ppp/2p1p3/1p5q/4P3/b4B1P/1PQP1PP1/RNB1K1NR w KQ - 2 10,f3h5
rn1qk1nr/p1pp4/5p2/1p2p1pP/1b2b2P/N3PP1N/PPPP2R1/R1BQKB2 w Qkq - 0 10,f3e4
rnb1k1nr/pppp1pp1/8/6qp/Pb2pQ2/2PP4/1P2PPPP/RNB1KBNR b KQkq - 0 6,g5f4
1r1qk1n1/1b1p3r/2p4b/ppPPp1p1/P1PB1p1N/1N5B/4PP2/R2QK2R w Q - 2 24,d4e5
r1q2b1r/p2kp1pp/n1pp3n/1p6/PPBN2b1/N2PP3/RBP2PPP/3QK1R1 b - - 2 13,b5c4
3qkb1r/2p1pp2/5npp/3NP3/1p1PP2P/BP5b/P4KPR/R2Q1BN1 b k - 2 15,f6e4
1rbqk2r/1p1pppb1/p1p2n2/1n4B1/P3PNQ1/3P4/2P2PPP/RN2KB1R b Kk - 3 14,d8a5
r3kb2/pp1q3r/n5pB/1Npppb2/7p/PPPP1PPP/3KPn2/2R2BNR b q - 2 17,f8h6
r4r2/Bp1nkp2/2ppbnp1/6Pp/P7/2QP3N/Rb1N3P/4KB1R w K - 3 21,g5f6
rnbqk1nr/pp1pb1p1/8/2p1pp2/7p/P1P1P1P1/RP1PBP1P/1NBQK1NR w Kkq - 0 7,d2d4
